Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,1,367,2.47340044521276,2.449823946954915,2.42624744869707,2.402670950439225,2.3790944521813806,2.3555179539235356,2.331941455665691,2.308364957407846,2.284788459150001,2.261211960892156,2.2376354626343113,2.2140589643764663,2.1904824661186217
0,1,639,3.324493753118873,3.3249383076340364,3.3253828621491994,3.325827416664363,3.326271971179526,3.326716525694689,3.327161080209853,3.3276056347250154,3.3280501892401793,3.3284947437553423,3.328939298270505,3.3293838527856687,3.3298284073008317
0,1,655,1.0080071590382396,0.9210647254068292,0.8341222917754205,0.7471798581440083,0.6602374245125979,0.5732949908811857,0.48635255724977533,0.39941012361836314,0.3124676899869545,0.2255252563555441,0.13858282272413192,0.051640389092721506,0.0
0,1,1149,3.1532614100648644,3.1285507961135215,3.103840182162178,3.079129568210835,3.054418954259492,3.0297083403081486,3.0049977263568053,2.9802871124054624,2.955576498454119,2.9308658845027757,2.906155270551433,2.8814446566000895,2.856734042648746
0,1,1485,2.5901767319204634,2.6765050287197942,2.485235472118978,2.7652916015918456,2.9600722442487637,2.1998338044592076,1.1218978175444083,1.6042139503053334,4.335755840563122,7.377309318418663,7.945434333952027,5.536911566014532,2.563155206716766
0,1,1965,9.564702085803178,9.522574306966414,9.480446528129649,9.438318749292884,9.396190970456118,9.354063191619353,9.311935412782587,9.269807633945822,9.227679855109058,9.185552076272293,9.143424297435528,9.101296518598764,9.059168739761997
0,1,1969,1.7342353720901365,1.7148982060033187,1.6955610399165018,1.6762238738296844,1.6568867077428666,1.6375495416560497,1.618212375569232,1.5988752094824155,1.5795380433955977,1.5602008773087803,1.5408637112219639,1.5215265451351456,1.5021893790483283
0,1,3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3234,2.9474319884816196,2.9266396852179235,2.9058473819542274,2.8850550786905313,2.8642627754268357,2.843470472163139,2.8226781688994436,2.8018858656357475,2.7810935623720514,2.7603012591083553,2.7395089558446593,2.718716652580963,2.697924349317267
0,1,3463,2.278080767880585,2.2619019820575605,2.245723196234536,2.2295444104115116,2.2133656245884876,2.197186838765463,2.181008052942439,2.1648292671194147,2.1486504812963902,2.132471695473366,2.116292909650342,2.1001141238273173,2.083935338004293
0,1,3515,3.8891478648251914,3.8648657951068413,3.8405837253884916,3.8163016556701415,3.7920195859517913,3.7677375162334417,3.7434554465150915,3.719173376796742,3.6948913070783918,3.6706092373600416,3.646327167641692,3.622045097923342,3.5977630282049917
0,1,4337,0.9842251634840569,0.9460743875508397,0.9079236116176252,0.8697728356844099,0.8316220597511927,0.7934712838179774,0.755320507884762,0.7171697319515458,0.6790189560183304,0.640868180085115,0.6027174041518988,0.5645666282186834,0.5264158522854681
0,1,4431,7.5000442918023635,7.47420450386032,7.4483647159182755,7.422524927976231,7.396685140034187,7.370845352092143,7.345005564150099,7.319165776208054,7.29332598826601,7.267486200323966,7.241646412381921,7.215806624439877,7.189966836497833
0,1,5317,2.6924965285120392,2.6650881697991613,2.637679811086284,2.6102714523734063,2.582863093660528,2.5554547349476504,2.528046376234773,2.5006380175218954,2.473229658809017,2.44582130009614,2.418412941383262,2.3910045826703845,2.363596223957507
