Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,1,367,0.061777085065841675,0.040498651564121246,0.01917882077395916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,639,3.512267827987671,3.5196685791015625,3.5266847610473633,3.533327102661133,3.539607286453247,3.5455360412597656,3.5511233806610107,3.556379556655884,3.561314344406128,3.565937042236328,3.5702569484710693,3.57428240776062,3.5780222415924072
0,1,655,2.6104910373687744,2.5392887592315674,2.4680979251861572,2.3969244956970215,2.3257734775543213,2.254650592803955,2.183560609817505,2.1125080585479736,2.0414977073669434,1.9705339670181274,1.8996208906173706,1.8287625312805176,1.7579628229141235
0,1,1149,0.4037098288536072,0.3820071816444397,0.360306054353714,0.33860817551612854,0.3169153332710266,0.29522910714149475,0.27355116605758667,0.25188297033309937,0.23022599518299103,0.2085816115140915,0.1869511604309082,0.16533589363098145,0.1437370628118515
0,1,1485,6.507052421569824,6.52848482131958,6.549966812133789,6.5714945793151855,6.5930657386779785,6.6146769523620605,6.636326313018799,6.658010482788086,6.679726600646973,6.701473236083984,6.723247051239014,6.7450456619262695,6.766867637634277
0,1,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3179,0.865287184715271,0.8734987378120422,0.8814783692359924,0.8892327547073364,0.8967682123184204,0.904090940952301,0.9112070202827454,0.9181221127510071,0.9248420000076294,0.9313719868659973,0.9377173185348511,0.9438831210136414,0.949874222278595
0,1,3234,0.009134666994214058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3463,0.029942329972982407,0.009036147966980934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3515,1.862532138824463,1.8405044078826904,1.8186314105987549,1.796910047531128,1.7753374576568604,1.7539106607437134,1.7326269149780273,1.7114834785461426,1.6904778480529785,1.6696072816848755,1.6488693952560425,1.6282618045806885,1.6077821254730225
0,1,4337,4.582495212554932,4.54680061340332,4.511373519897461,4.476208209991455,4.441299915313721,4.406643390655518,4.3722333908081055,4.338065147399902,4.304133892059326,4.270434856414795,4.236964225769043,4.20371675491333,4.170689105987549
0,1,4431,9.22731876373291,9.191048622131348,9.15497875213623,9.11910343170166,9.08342170715332,9.047929763793945,9.012624740600586,8.977503776550293,8.9425630569458,8.907800674438477,8.873214721679688,8.838801383972168,8.804558753967285
0,1,5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
