Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,1,367,2.984380029508271,3.433777054492391,3.4346453720103014,3.1106206340597575,2.7866896772523257,2.63849375298673,2.6529422355536543,2.8060547012646646,3.100078317922983,3.405450686152048,3.429069957178183,2.992352267133862,2.3175416068517736
0,1,639,6.242715526126278,7.111947866543393,6.498316140139128,5.473025551856978,5.169233644349125,5.675167988078735,6.221361595100837,6.216153521794543,5.825238328530666,5.554923148839705,5.554261966763388,5.532686925388471,5.253400022607795
0,1,655,0.0,0.09122600360667654,1.1807472805953516,1.2675978360911113,0.9456291422539973,0.7561040868982261,0.6840892879349898,0.5690543655518425,0.5741249759212348,0.9442954704815278,1.4660284075115815,1.5446303758332292,0.919043023939647
0,1,1149,3.304973566560232,3.4621812799872544,3.358088363687288,3.0432558126673763,2.8711922339720575,3.1024332645022534,3.582599572886994,3.893396844179012,3.809854511585873,3.5247493826230825,3.3864082540189715,3.4846585721665466,3.5832687795186784
0,1,1485,2.145080934297263,1.3757130126560357,0.21674230581833376,0.18026034491196796,0.6896641964782223,0.23023281066741919,0.0,0.0,2.6634122741044157,6.513983200626976,7.509913686887238,4.67285232377376,0.8094713337494746
0,1,1965,5.686191168622544,8.867094361764977,9.781214041629587,8.462053504062917,6.827913238998686,6.397171609442113,7.242067119478291,8.814576147164555,10.80693827603362,12.746257767688828,13.396716272355118,11.577974983925206,7.813788020954757
0,1,1969,2.5944720535434493,3.2319011786710603,3.3615170531421064,3.0893635897011293,2.5941038053063687,1.970987812118052,1.3812750068925137,1.1546916286319737,1.5347659392460198,2.3033214597762837,2.817488925593681,2.5710421098469283,1.7241934887931052
0,1,3179,0.6450947309897312,1.741555403211728,1.5622227656300138,0.5572475072013283,0.0,0.008501135986709762,0.5745884453702055,0.747063271836087,0.3724766537355457,0.04126099928386662,0.27967058038660375,0.8839960402903304,1.1934202364344895
0,1,3234,3.16398386848365,3.331505760573153,3.3766404692868015,3.343533314171386,3.2001413995525163,2.854835889360877,2.3475715109667696,1.9402517098941234,1.9112981337341748,2.2431071274737775,2.5885606812592057,2.6147540360650092,2.3614859451084285
0,1,3463,3.5009869346068534,3.4797600196658864,2.8140158626525897,2.252358556674209,2.2656358027008623,2.524118811433842,2.4196105368689755,1.941612614114454,1.7595456843046646,2.37354499377082,3.3965488114730036,3.8959340002725935,3.4160180870702375
0,1,3515,1.839507343177635,1.8747917553413926,2.237281001023357,2.7071809579410577,2.9923277051504966,2.9605646595586075,2.7903171387127155,2.8404011713519735,3.29826023539315,3.941078495323845,4.292429174152436,4.06460472203144,3.448522839318003
0,1,4337,0.2866485526524727,0.6065767960154149,0.6324918861529429,0.11069307137452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6239545118582495,2.241106608701756
0,1,4431,7.969146764549062,8.232236010882211,9.448620520650483,10.549080662571114,10.61312836243209,9.983125882407334,9.763841776544266,10.390197611604037,11.050954771417427,10.674467883544065,9.27016457111029,7.992214359014986,7.834742430992129
0,1,5317,3.175661078609332,3.3650396675748393,3.1932559568232834,2.813446861084666,2.498382238438146,2.374447071501459,2.4129646074461,2.5913879992264954,2.928501629796685,3.338933748117619,3.5724138488633344,3.4219398104850622,2.988749864801853
0,1,5604,15.979419392832938,15.156810812833204,14.365891505088651,13.311850813526048,12.485147936012389,12.396934978786861,12.81913737189619,13.02023788699723,12.653361423574134,12.13431663510315,12.051824595866115,12.406095762239826,12.649184830110658
0,1,5619,7.981136099447209,9.200097719116034,8.65081142186924,7.056779530337641,6.400284174960878,7.44318717381371,8.755160443235813,8.47860873622972,6.670746725134013,5.333369343997535,6.073003288256837,8.219302357202439,9.633327247181999
0,1,5657,2.0063250131616366,2.0209491596453057,2.3586162344949235,2.6901170823018217,2.6447446804771166,2.240113789891154,1.9158855643877764,2.085378519031637,2.6587232340258753,3.0712214161406415,2.8398481575024195,2.089265579792698,1.4763184792404522
